sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
305	153	expected	James galled Richard because he	4	galled	Psychological	StimExp
306	153	unexpected	Susan galled Richard because he	4	galled	Psychological	StimExp
307	154	expected	Michael gladdened Robert because he	4	gladdened	Psychological	StimExp
308	154	unexpected	Susan gladdened Robert because he	4	gladdened	Psychological	StimExp
309	155	expected	Mark grabbed John because he	4	grabbed	Activity	AgP
310	155	unexpected	Elizabeth grabbed John because he	4	grabbed	Activity	AgP
311	156	expected	Robert grazed James because he	4	grazed	Activity	AgP
312	156	unexpected	Susan grazed James because he	4	grazed	Activity	AgP
313	157	expected	Daniel greeted William because he	4	greeted	Activity	AgP
314	157	unexpected	Jessica greeted William because he	4	greeted	Activity	AgP
315	158	expected	Thomas grieved Daniel because he	4	grieved	Psychological	StimExp
316	158	unexpected	Linda grieved Daniel because he	4	grieved	Psychological	StimExp
317	159	expected	Mark guided Thomas because he	4	guided	Activity	AgP
318	159	unexpected	Jennifer guided Thomas because he	4	guided	Activity	AgP
319	160	expected	David hailed Robert because he	4	hailed	Activity	AgEvo
320	160	unexpected	David hailed Sarah because he	4	hailed	Activity	AgEvo
321	161	expected	Daniel harassed William because he	4	harassed	Psychological	StimExp
322	161	unexpected	Lily harassed William because he	4	harassed	Psychological	StimExp
323	162	expected	James harmed Robert because he	4	harmed	Activity	AgP
324	162	unexpected	Linda harmed Robert because he	4	harmed	Activity	AgP
325	163	expected	James hated Michael because he	4	hated	Psychological	ExpStim
326	163	unexpected	James hated Mary because he	4	hated	Psychological	ExpStim
327	164	expected	John haunted James because he	4	haunted	Psychological	StimExp
328	164	unexpected	Jessica haunted James because he	4	haunted	Psychological	StimExp
329	165	expected	Daniel helped David because he	4	helped	Activity	AgP
330	165	unexpected	Jessica helped David because he	4	helped	Activity	AgP
331	166	expected	Richard hired James because he	4	hired	Activity	AgP
332	166	unexpected	Susan hired James because he	4	hired	Activity	AgP
333	167	expected	Thomas hit Richard because he	4	hit	Activity	AgP
334	167	unexpected	Linda hit Richard because he	4	hit	Activity	AgP
335	168	expected	Michael honoured John because he	4	honoured	Activity	AgEvo
336	168	unexpected	Michael honoured Lily because he	4	honoured	Activity	AgEvo
337	169	expected	Richard hugged James because he	4	hugged	Activity	AgP
338	169	unexpected	Jennifer hugged James because he	4	hugged	Activity	AgP
339	170	expected	Mark hurt Thomas because he	4	hurt	Psychological	StimExp
340	170	unexpected	Mary hurt Thomas because he	4	hurt	Psychological	StimExp
341	171	expected	Mark idolized James because he	4	idolized	Psychological	ExpStim
342	171	unexpected	Mark idolized Lily because he	4	idolized	Psychological	ExpStim
343	172	expected	Thomas incensed Michael because he	4	incensed	Psychological	StimExp
344	172	unexpected	Jessica incensed Michael because he	4	incensed	Psychological	StimExp
345	173	expected	Mark infuriated Daniel because he	4	infuriated	Psychological	StimExp
346	173	unexpected	Grace infuriated Daniel because he	4	infuriated	Psychological	StimExp
347	174	expected	William inspired Thomas because he	4	inspired	Psychological	StimExp
348	174	unexpected	Grace inspired Thomas because he	4	inspired	Psychological	StimExp
349	175	expected	Mark instructed Richard because he	4	instructed	Activity	AgP
350	175	unexpected	Sarah instructed Richard because he	4	instructed	Activity	AgP
351	176	expected	Thomas insulted Michael because he	4	insulted	Psychological	StimExp
352	176	unexpected	Jessica insulted Michael because he	4	insulted	Psychological	StimExp
353	177	expected	Thomas interrupted Robert because he	4	interrupted	Activity	AgP
354	177	unexpected	Linda interrupted Robert because he	4	interrupted	Activity	AgP
355	178	expected	Robert intimidated Mark because he	4	intimidated	Psychological	StimExp
356	178	unexpected	Jessica intimidated Mark because he	4	intimidated	Psychological	StimExp
357	179	expected	James intrigued Robert because he	4	intrigued	Psychological	StimExp
358	179	unexpected	Jessica intrigued Robert because he	4	intrigued	Psychological	StimExp
359	180	expected	David invigorated Robert because he	4	invigorated	Psychological	StimExp
360	180	unexpected	Linda invigorated Robert because he	4	invigorated	Psychological	StimExp
361	181	expected	Robert irritated William because he	4	irritated	Psychological	StimExp
362	181	unexpected	Emily irritated William because he	4	irritated	Psychological	StimExp
363	182	expected	Mark jollified David because he	4	jollified	Psychological	StimExp
364	182	unexpected	Jennifer jollified David because he	4	jollified	Psychological	StimExp
365	183	expected	Michael jolted James because he	4	jolted	Psychological	StimExp
366	183	unexpected	Susan jolted James because he	4	jolted	Psychological	StimExp
367	184	expected	Michael killed James because he	4	killed	Activity	AgP
368	184	unexpected	Lily killed James because he	4	killed	Activity	AgP
369	185	expected	Richard kissed Daniel because he	4	kissed	Activity	AgP
370	185	unexpected	Emily kissed Daniel because he	4	kissed	Activity	AgP
371	186	expected	Mark lauded Thomas because he	4	lauded	Activity	AgEvo
372	186	unexpected	Mark lauded Susan because he	4	lauded	Activity	AgEvo
373	187	expected	John laughed at James because he	5	laughed at	Activity	AgP
374	187	unexpected	Susan laughed at James because he	5	laughed at	Activity	AgP
375	188	expected	Richard led John because he	4	led	Activity	AgP
376	188	unexpected	Grace led John because he	4	led	Activity	AgP
377	189	expected	Richard left Thomas because he	4	left	Activity	AgP
378	189	unexpected	Mary left Thomas because he	4	left	Activity	AgP
379	190	expected	William lied to Robert because he	5	lied to	Activity	AgP
380	190	unexpected	Susan lied to Robert because he	5	lied to	Activity	AgP
381	191	expected	Richard liked Mark because he	4	liked	Psychological	ExpStim
382	191	unexpected	Richard liked Sarah because he	4	liked	Psychological	ExpStim
383	192	expected	Daniel loathed James because he	4	loathed	Psychological	ExpStim
384	192	unexpected	Daniel loathed Jessica because he	4	loathed	Psychological	ExpStim
385	193	expected	James loved Robert because he	4	loved	Psychological	ExpStim
386	193	unexpected	James loved Susan because he	4	loved	Psychological	ExpStim
387	194	expected	Thomas maddened John because he	4	maddened	Psychological	StimExp
388	194	unexpected	Susan maddened John because he	4	maddened	Psychological	StimExp
389	195	expected	William married Richard because he	4	married	Activity	AgP
390	195	unexpected	Jennifer married Richard because he	4	married	Activity	AgP
391	196	expected	Thomas mesmerised Michael because he	4	mesmerised	Psychological	StimExp
392	196	unexpected	Grace mesmerised Michael because he	4	mesmerised	Psychological	StimExp
393	197	expected	Mark met John because he	4	met	Activity	AgP
394	197	unexpected	Susan met John because he	4	met	Activity	AgP
395	198	expected	Daniel missed John because he	4	missed	Psychological	ExpStim
396	198	unexpected	Daniel missed Lily because he	4	missed	Psychological	ExpStim
397	199	expected	Richard mocked Michael because he	4	mocked	Activity	AgEvo
398	199	unexpected	Richard mocked Jessica because he	4	mocked	Activity	AgEvo
399	200	expected	Michael mollified John because he	4	mollified	Psychological	StimExp
400	200	unexpected	Elizabeth mollified John because he	4	mollified	Psychological	StimExp
401	201	expected	Richard mourned William because he	4	mourned	Psychological	ExpStim
402	201	unexpected	Richard mourned Linda because he	4	mourned	Psychological	ExpStim
403	202	expected	Thomas moved William because he	4	moved	Psychological	StimExp
404	202	unexpected	Emily moved William because he	4	moved	Psychological	StimExp
405	203	expected	Richard nettled Robert because he	4	nettled	Psychological	StimExp
406	203	unexpected	Susan nettled Robert because he	4	nettled	Psychological	StimExp
407	204	expected	Robert noticed David because he	4	noticed	Psychological	ExpStim
408	204	unexpected	Robert noticed Jessica because he	4	noticed	Psychological	ExpStim
409	205	expected	John nuzzled Mark because he	4	nuzzled	Activity	AgP
410	205	unexpected	Mary nuzzled Mark because he	4	nuzzled	Activity	AgP
411	206	expected	William ordered around James because he	5	ordered around	Activity	AgP
412	206	unexpected	Lily ordered around James because he	5	ordered around	Activity	AgP
413	207	expected	John pacified Daniel because he	4	pacified	Psychological	StimExp
414	207	unexpected	Linda pacified Daniel because he	4	pacified	Psychological	StimExp
415	208	expected	James pained John because he	4	pained	Psychological	StimExp
416	208	unexpected	Grace pained John because he	4	pained	Psychological	StimExp
417	209	expected	Michael pardoned James because he	4	pardoned	Activity	AgEvo
418	209	unexpected	Michael pardoned Jennifer because he	4	pardoned	Activity	AgEvo
419	210	expected	Thomas passed David because he	4	passed	Activity	AgP
420	210	unexpected	Grace passed David because he	4	passed	Activity	AgP
421	211	expected	James peeved Thomas because he	4	peeved	Psychological	StimExp
422	211	unexpected	Elizabeth peeved Thomas because he	4	peeved	Psychological	StimExp
423	212	expected	William penalized Michael because he	4	penalized	Activity	AgEvo
424	212	unexpected	William penalized Grace because he	4	penalized	Activity	AgEvo
425	213	expected	Daniel persecuted David because he	4	persecuted	Activity	AgEvo
426	213	unexpected	Daniel persecuted Jennifer because he	4	persecuted	Activity	AgEvo
427	214	expected	Robert petted David because he	4	petted	Activity	AgP
428	214	unexpected	Grace petted David because he	4	petted	Activity	AgP
429	215	expected	John picked up Robert because he	5	picked up	Activity	AgP
430	215	unexpected	Grace picked up Robert because he	5	picked up	Activity	AgP
431	216	expected	Richard pitied Daniel because he	4	pitied	Psychological	ExpStim
432	216	unexpected	Richard pitied Linda because he	4	pitied	Psychological	ExpStim
433	217	expected	David placated James because he	4	placated	Activity	AgP
434	217	unexpected	Lily placated James because he	4	placated	Activity	AgP
435	218	expected	Robert plagued David because he	4	plagued	Psychological	StimExp
436	218	unexpected	Grace plagued David because he	4	plagued	Psychological	StimExp
437	219	expected	John played William because he	4	played	Activity	AgP
438	219	unexpected	Sarah played William because he	4	played	Activity	AgP
439	220	expected	Richard played with William because he	5	played with	Activity	AgP
440	220	unexpected	Lily played with William because he	5	played with	Activity	AgP
441	221	expected	Mark pleased William because he	4	pleased	Psychological	StimExp
442	221	unexpected	Mary pleased William because he	4	pleased	Psychological	StimExp
443	222	expected	Richard praised Thomas because he	4	praised	Activity	AgEvo
444	222	unexpected	Richard praised Lily because he	4	praised	Activity	AgEvo
445	223	expected	Richard prized William because he	4	prized	Psychological	ExpStim
446	223	unexpected	Richard prized Jessica because he	4	prized	Psychological	ExpStim
447	224	expected	Michael prosecuted Richard because he	4	prosecuted	Activity	AgEvo
448	224	unexpected	Michael prosecuted Jennifer because he	4	prosecuted	Activity	AgEvo
449	225	expected	Mark protected Robert because he	4	protected	Activity	AgP
450	225	unexpected	Grace protected Robert because he	4	protected	Activity	AgP
451	226	expected	Mark provoked Thomas because he	4	provoked	Activity	AgP
452	226	unexpected	Jessica provoked Thomas because he	4	provoked	Activity	AgP
453	227	expected	Richard punished Robert because he	4	punished	Activity	AgEvo
454	227	unexpected	Richard punished Emily because he	4	punished	Activity	AgEvo
455	228	expected	James pursued David because he	4	pursued	Activity	AgP
456	228	unexpected	Elizabeth pursued David because he	4	pursued	Activity	AgP
457	229	expected	Thomas questioned James because he	4	questioned	Activity	AgP
458	229	unexpected	Jessica questioned James because he	4	questioned	Activity	AgP
459	230	expected	Daniel reassured Richard because he	4	reassured	Psychological	StimExp
460	230	unexpected	Emily reassured Richard because he	4	reassured	Psychological	StimExp
461	231	expected	John rebuked Thomas because he	4	rebuked	Activity	AgEvo
462	231	unexpected	John rebuked Emily because he	4	rebuked	Activity	AgEvo
463	232	expected	Michael recompensed Thomas because he	4	recompensed	Activity	AgEvo
464	232	unexpected	Michael recompensed Linda because he	4	recompensed	Activity	AgEvo
465	233	expected	William relaxed Robert because he	4	relaxed	Psychological	StimExp
466	233	unexpected	Emily relaxed Robert because he	4	relaxed	Psychological	StimExp
467	234	expected	Robert relished Daniel because he	4	relished	Psychological	ExpStim
468	234	unexpected	Robert relished Sarah because he	4	relished	Psychological	ExpStim
469	235	expected	John remunerated Mark because he	4	remunerated	Activity	AgP
470	235	unexpected	Linda remunerated Mark because he	4	remunerated	Activity	AgP
471	236	expected	David repaid James because he	4	repaid	Activity	AgP
472	236	unexpected	Susan repaid James because he	4	repaid	Activity	AgP
473	237	expected	Thomas repelled Mark because he	4	repelled	Psychological	StimExp
474	237	unexpected	Linda repelled Mark because he	4	repelled	Psychological	StimExp
475	238	expected	Thomas reprimanded Daniel because he	4	reprimanded	Activity	AgEvo
476	238	unexpected	Thomas reprimanded Jessica because he	4	reprimanded	Activity	AgEvo
477	239	expected	John reproached David because he	4	reproached	Activity	AgEvo
478	239	unexpected	John reproached Elizabeth because he	4	reproached	Activity	AgEvo
479	240	expected	James reproved Richard because he	4	reproved	Activity	AgEvo
480	240	unexpected	James reproved Linda because he	4	reproved	Activity	AgEvo
481	241	expected	Robert repulsed William because he	4	repulsed	Psychological	StimExp
482	241	unexpected	Jessica repulsed William because he	4	repulsed	Psychological	StimExp
483	242	expected	Mark resented Daniel because he	4	resented	Psychological	ExpStim
484	242	unexpected	Mark resented Emily because he	4	resented	Psychological	ExpStim
485	243	expected	Richard respected Mark because he	4	respected	Psychological	ExpStim
486	243	unexpected	Richard respected Emily because he	4	respected	Psychological	ExpStim
487	244	expected	William revered Thomas because he	4	revered	Psychological	ExpStim
488	244	unexpected	William revered Elizabeth because he	4	revered	Psychological	ExpStim
489	245	expected	Robert reviled Daniel because he	4	reviled	Activity	AgEvo
490	245	unexpected	Robert reviled Linda because he	4	reviled	Activity	AgEvo
491	246	expected	David revitalized James because he	4	revitalized	Psychological	StimExp
492	246	unexpected	Emily revitalized James because he	4	revitalized	Psychological	StimExp
493	247	expected	David revolted Mark because he	4	revolted	Psychological	StimExp
494	247	unexpected	Jennifer revolted Mark because he	4	revolted	Psychological	StimExp
495	248	expected	James rewarded Daniel because he	4	rewarded	Activity	AgEvo
496	248	unexpected	James rewarded Jessica because he	4	rewarded	Activity	AgEvo
497	249	expected	Robert ridiculed Mark because he	4	ridiculed	Activity	AgEvo
498	249	unexpected	Robert ridiculed Grace because he	4	ridiculed	Activity	AgEvo
499	250	expected	Robert rushed to David because he	5	rushed to	Activity	AgP
500	250	unexpected	Linda rushed to David because he	5	rushed to	Activity	AgP
501	251	expected	Robert saluted James because he	4	saluted	Activity	AgEvo
502	251	unexpected	Robert saluted Emily because he	4	saluted	Activity	AgEvo
503	252	expected	Michael scared Robert because he	4	scared	Psychological	StimExp
504	252	unexpected	Mary scared Robert because he	4	scared	Psychological	StimExp
505	253	expected	Mark scolded Michael because he	4	scolded	Activity	AgEvo
506	253	unexpected	Mark scolded Elizabeth because he	4	scolded	Activity	AgEvo
507	254	expected	John scorned Daniel because he	4	scorned	Activity	AgEvo
508	254	unexpected	John scorned Sarah because he	4	scorned	Activity	AgEvo
509	255	expected	Robert shadowed Michael because he	4	shadowed	Activity	AgP
510	255	unexpected	Jessica shadowed Michael because he	4	shadowed	Activity	AgP
511	256	expected	David shamed John because he	4	shamed	Activity	AgP
512	256	unexpected	Grace shamed John because he	4	shamed	Activity	AgP
513	257	expected	Robert shocked Thomas because he	4	shocked	Psychological	StimExp
514	257	unexpected	Jessica shocked Thomas because he	4	shocked	Psychological	StimExp
515	258	expected	Thomas shook William because he	4	shook	Psychological	StimExp
516	258	unexpected	Jennifer shook William because he	4	shook	Psychological	StimExp
517	259	expected	John sickened Robert because he	4	sickened	Psychological	StimExp
518	259	unexpected	Jessica sickened Robert because he	4	sickened	Psychological	StimExp
519	260	expected	David slandered Daniel because he	4	slandered	Activity	AgEvo
520	260	unexpected	David slandered Susan because he	4	slandered	Activity	AgEvo
521	261	expected	Thomas snubbed David because he	4	snubbed	Activity	AgEvo
522	261	unexpected	Thomas snubbed Grace because he	4	snubbed	Activity	AgEvo
523	262	expected	John spanked Michael because he	4	spanked	Activity	AgP
524	262	unexpected	Jennifer spanked Michael because he	4	spanked	Activity	AgP
525	263	expected	Daniel spooked Robert because he	4	spooked	Psychological	StimExp
526	263	unexpected	Lily spooked Robert because he	4	spooked	Psychological	StimExp
527	264	expected	James staggered David because he	4	staggered	Psychological	StimExp
528	264	unexpected	Sarah staggered David because he	4	staggered	Psychological	StimExp
529	265	expected	Richard stared at James because he	5	stared at	Activity	AgP
530	265	unexpected	Sarah stared at James because he	5	stared at	Activity	AgP
531	266	expected	Richard startled Thomas because he	4	startled	Psychological	StimExp
532	266	unexpected	Jessica startled Thomas because he	4	startled	Psychological	StimExp
533	267	expected	Robert stimulated Richard because he	4	stimulated	Psychological	StimExp
534	267	unexpected	Elizabeth stimulated Richard because he	4	stimulated	Psychological	StimExp
535	268	expected	Daniel struck John because he	4	struck	Activity	AgP
536	268	unexpected	Grace struck John because he	4	struck	Activity	AgP
537	269	expected	David sued James because he	4	sued	Activity	AgEvo
538	269	unexpected	David sued Linda because he	4	sued	Activity	AgEvo
539	270	expected	Robert supported David because he	4	supported	Activity	AgEvo
540	270	unexpected	Robert supported Jennifer because he	4	supported	Activity	AgEvo
541	271	expected	James surprised Michael because he	4	surprised	Psychological	StimExp
542	271	unexpected	Sarah surprised Michael because he	4	surprised	Psychological	StimExp
543	272	expected	David tailed Michael because he	4	tailed	Activity	AgP
544	272	unexpected	Mary tailed Michael because he	4	tailed	Activity	AgP
545	273	expected	Richard tantalized Thomas because he	4	tantalized	Psychological	StimExp
546	273	unexpected	Grace tantalized Thomas because he	4	tantalized	Psychological	StimExp
547	274	expected	Thomas telephoned Robert because he	4	telephoned	Activity	AgP
548	274	unexpected	Mary telephoned Robert because he	4	telephoned	Activity	AgP
549	275	expected	James thanked Robert because he	4	thanked	Activity	AgEvo
550	275	unexpected	James thanked Elizabeth because he	4	thanked	Activity	AgEvo
551	276	expected	Thomas toasted David because he	4	toasted	Psychological	ExpStim
552	276	unexpected	Thomas toasted Linda because he	4	toasted	Psychological	ExpStim
553	277	expected	Robert tolerated James because he	4	tolerated	Psychological	ExpStim
554	277	unexpected	Robert tolerated Susan because he	4	tolerated	Psychological	ExpStim
555	278	expected	David took away Mark because he	5	took away	Activity	AgP
556	278	unexpected	Linda took away Mark because he	5	took away	Activity	AgP
557	279	expected	Michael tormented Robert because he	4	tormented	Psychological	StimExp
558	279	unexpected	Jennifer tormented Robert because he	4	tormented	Psychological	StimExp
559	280	expected	David tracked John because he	4	tracked	Activity	AgP
560	280	unexpected	Jennifer tracked John because he	4	tracked	Activity	AgP
561	281	expected	Robert trailed Daniel because he	4	trailed	Activity	AgP
562	281	unexpected	Jessica trailed Daniel because he	4	trailed	Activity	AgP
563	282	expected	David treasured Thomas because he	4	treasured	Psychological	ExpStim
564	282	unexpected	David treasured Elizabeth because he	4	treasured	Psychological	ExpStim
565	283	expected	Richard troubled Robert because he	4	troubled	Psychological	StimExp
566	283	unexpected	Sarah troubled Robert because he	4	troubled	Psychological	StimExp
567	284	expected	Mark trusted Thomas because he	4	trusted	Psychological	ExpStim
568	284	unexpected	Mark trusted Jessica because he	4	trusted	Psychological	ExpStim
569	285	expected	David unnerved John because he	4	unnerved	Psychological	StimExp
570	285	unexpected	Susan unnerved John because he	4	unnerved	Psychological	StimExp
571	286	expected	William unsettled Robert because he	4	unsettled	Psychological	StimExp
572	286	unexpected	Mary unsettled Robert because he	4	unsettled	Psychological	StimExp
573	287	expected	David uplifted James because he	4	uplifted	Psychological	StimExp
574	287	unexpected	Grace uplifted James because he	4	uplifted	Psychological	StimExp
575	288	expected	Daniel upset John because he	4	upset	Psychological	StimExp
576	288	unexpected	Elizabeth upset John because he	4	upset	Psychological	StimExp
577	289	expected	Daniel valued John because he	4	valued	Psychological	ExpStim
578	289	unexpected	Daniel valued Jennifer because he	4	valued	Psychological	ExpStim
579	290	expected	Thomas venerated Mark because he	4	venerated	Psychological	ExpStim
580	290	unexpected	Thomas venerated Jessica because he	4	venerated	Psychological	ExpStim
581	291	expected	Robert vexed Michael because he	4	vexed	Psychological	StimExp
582	291	unexpected	Grace vexed Michael because he	4	vexed	Psychological	StimExp
583	292	expected	Richard victimized Thomas because he	4	victimized	Activity	AgEvo
584	292	unexpected	Richard victimized Lily because he	4	victimized	Activity	AgEvo
585	293	expected	Thomas vilified William because he	4	vilified	Activity	AgEvo
586	293	unexpected	Thomas vilified Susan because he	4	vilified	Activity	AgEvo
587	294	expected	William visited Daniel because he	4	visited	Activity	AgP
588	294	unexpected	Lily visited Daniel because he	4	visited	Activity	AgP
589	295	expected	Michael wanted William because he	4	wanted	Psychological	ExpStim
590	295	unexpected	Michael wanted Susan because he	4	wanted	Psychological	ExpStim
591	296	expected	Thomas warned Robert because he	4	warned	Activity	AgP
592	296	unexpected	Susan warned Robert because he	4	warned	Activity	AgP
593	297	expected	Mark wearied John because he	4	wearied	Psychological	StimExp
594	297	unexpected	Jessica wearied John because he	4	wearied	Psychological	StimExp
595	298	expected	David welcomed William because he	4	welcomed	Activity	AgEvo
596	298	unexpected	David welcomed Elizabeth because he	4	welcomed	Activity	AgEvo
597	299	expected	William worried David because he	4	worried	Psychological	StimExp
598	299	unexpected	Susan worried David because he	4	worried	Psychological	StimExp
599	300	expected	Mark worried about John because he	5	worried about	Psychological	ExpStim
600	300	unexpected	Mark worried about Sarah because he	5	worried about	Psychological	ExpStim
601	301	expected	Thomas worshipped Richard because he	4	worshipped	Psychological	ExpStim
602	301	unexpected	Thomas worshipped Mary because he	4	worshipped	Psychological	ExpStim
603	302	expected	James wounded Mark because he	4	wounded	Psychological	StimExp
604	302	unexpected	Emily wounded Mark because he	4	wounded	Psychological	StimExp
605	303	expected	Daniel wowed Thomas because he	4	wowed	Psychological	StimExp
606	303	unexpected	Jessica wowed Thomas because he	4	wowed	Psychological	StimExp
607	304	expected	John yearned for James because he	5	yearned for	Psychological	ExpStim
608	304	unexpected	John yearned for Elizabeth because he	5	yearned for	Psychological	ExpStim
609	305	expected	Mark yelled at Michael because he	5	yelled at	Activity	AgP
610	305	unexpected	Elizabeth yelled at Michael because he	5	yelled at	Activity	AgP
